"","k_kidDD","d_DD","maxdeath","hillDD","k_hillnec","d_CD","k_CDINF","d_INF","k_INFKF","hillKF","h1","INF0"
"8252",0.17481,0.0701543,11.6898,37.2598,4.2873,0.00553468,0.254459,0.0117109,0.0439496,11.2509,8.28686,4.9855e-05
"8253",0.209242,0.0759222,12.6533,37.4073,4.46438,0.00375656,0.533291,0.02361,0.0358606,13.1981,9.12997,1.98141e-05
"8254",0.344604,0.138146,13.2083,44.3516,4.25187,0.00551014,0.141369,0.00718931,0.0716059,14.3003,8.03159,8.63467e-06
"8255",0.200475,0.0667367,12.6054,37.4685,4.60732,0.0044464,0.255108,0.0137593,0.0196422,10.1682,9.39256,0.000228362
"8256",0.201652,0.0860046,13.3862,42.5357,4.15065,0.00925644,0.285032,0.00982106,0.106205,16.0654,7.56728,0.000632259
"8257",0.118061,0.0396048,13.4035,37.643,4.39099,0.00516327,0.28527,0.0172586,0.0573334,13.6763,9.53355,0.000439125
"8258",0.262029,0.0969137,12.5908,40.8624,4.14746,0.00330494,0.264279,0.0138205,0.0440262,13.2115,9.34665,0.000710264
"8259",0.264832,0.114898,11.9138,42.6244,4.04892,0.00307209,0.396048,0.0216296,0.0483854,12.1814,7.98063,0.000347964
"8260",0.396359,0.138117,12.5367,38.6683,4.58805,0.00279457,0.144238,0.0108596,0.095484,14.3664,9.2196,0.000407704
"8261",0.198719,0.0760771,13.6578,45.2419,3.9131,0.00464828,0.411621,0.0162506,0.0505749,12.9553,9.16949,0.000825576
"8262",0.183843,0.0746834,12.2683,44.1658,4.16485,0.00422609,0.293868,0.0139331,0.0389699,12.6096,8.14913,0.000412637
"8263",0.138846,0.0492687,13.9401,38.4999,4.50633,0.00539133,0.310557,0.0173848,0.0351409,12.5817,8.50143,0.00072799
"8264",0.168076,0.0578346,12.8582,40.588,4.22944,0.00961706,0.22109,0.0102988,0.0227565,10.6552,9.00461,0.000423621
"8265",0.159476,0.05261,12.9839,41.7721,4.36153,0.00577518,0.365286,0.0155332,0.0819257,17.609,9.4147,0.000216187
"8266",0.296331,0.130714,13.5321,35.1971,4.06307,0.00365502,0.228415,0.0117668,0.0331973,11.9184,8.40931,0.000982345
"8267",0.300434,0.113021,13.172,42.7846,4.20361,0.0035536,0.214798,0.0104366,0.0454718,12.6946,9.16938,0.000323464
"8268",0.151538,0.0499076,12.4452,45.5039,4.69323,0.005937,0.201893,0.010263,0.0613779,13.988,8.44535,0.000819264
"8269",0.132137,0.0425148,12.5338,39.9082,4.38512,0.0074541,0.227882,0.0121791,0.0650992,13.9553,9.40357,0.000147268
"8270",0.135307,0.0462664,12.6943,37.5147,4.29313,0.00582202,0.226257,0.0146467,0.0528277,12.4132,9.26375,0.000140091
"8271",0.228569,0.0771969,13.2857,37.9589,4.57942,0.00786506,0.32981,0.0141652,0.0811823,15.9481,8.81909,0.000491315
"8272",0.254152,0.086452,12.8682,36.8248,4.58711,0.00709913,0.322331,0.0145532,0.105885,13.8302,8.94056,0.000476809
"8273",0.204969,0.0811703,13.3208,44.6341,4.2345,0.00297934,0.243356,0.013281,0.0906662,14.8835,8.58669,0.000595439
"8274",0.31177,0.115205,12.6294,37.2863,4.53562,0.00343362,0.266144,0.0135524,0.0678308,13.5677,8.94616,0.000456909
"8275",0.248203,0.0955835,13.1723,33.5918,4.73521,0.0057917,0.178149,0.00845126,0.0456162,12.5628,8.2004,0.000653897
"8276",0.230325,0.0935464,12.7182,44.4686,4.07243,0.00449486,0.329402,0.0119861,0.0603193,14.3306,8.52444,0.000477193
"8277",0.265914,0.091014,12.1836,36.216,4.63497,0.00483746,0.200628,0.0109392,0.0320459,10.6761,9.22334,0.000646515
"8278",0.114975,0.0375921,13.016,41.0263,4.25123,0.00621759,0.291113,0.0191464,0.0702252,15.8886,9.22538,0.00065872
"8279",0.119303,0.0393789,12.8954,40.9043,4.40277,0.00604659,0.313538,0.0194639,0.0851407,15.254,9.04962,0.000661706
"8280",0.195276,0.0670528,13.3458,42.0234,4.28818,0.00441888,0.198423,0.0122774,0.0467345,12.3056,9.3977,0.000457473
"8281",0.148983,0.0667404,13.1745,38.7692,3.89864,0.00621684,0.273515,0.0147315,0.0291858,10.9071,7.65957,0.000607965
"8282",0.127987,0.0470524,13.3185,38.9995,4.01112,0.00652431,0.398327,0.0202676,0.0302002,13.4228,8.96884,0.000685792
"8283",0.176005,0.0669084,12.5057,39.8629,4.46689,0.00562949,0.274235,0.0115835,0.090666,18.3746,8.15667,0.000314701
"8284",0.261348,0.101388,13.2855,41.064,4.21662,0.00289427,0.245966,0.013171,0.0313903,11.7816,9.02185,0.000479468
"8285",0.219173,0.0779121,13.2982,44.3182,4.53987,0.00499061,0.216699,0.0103518,0.0298172,9.29607,8.68107,0.000717616
"8286",0.205478,0.0674702,12.1656,35.2476,4.69504,0.00611023,0.351758,0.0171688,0.0442296,12.6177,9.19915,0.000283137
"8287",0.148539,0.0602037,12.5762,40.1404,4.08571,0.00597616,0.316438,0.0163196,0.0615481,14.7929,7.95757,0.00055603
"8288",0.149504,0.0465427,13.2356,40.5993,4.42844,0.00852065,0.161237,0.00948039,0.0622699,13.2447,9.65026,0.000644841
"8289",0.15459,0.045994,13.2791,41.5163,4.49495,0.00808637,0.16717,0.0100642,0.0567974,13.5754,9.68597,0.000670544
"8290",0.187466,0.0658804,12.7181,43.8989,4.12813,0.00632008,0.170975,0.00735162,0.0686037,12.7347,9.565,0.000375997
"8291",0.256352,0.0823921,13.3336,36.6447,4.68772,0.00389604,0.303701,0.0155739,0.0439495,13.3036,9.9058,0.000980059
"8292",0.241957,0.083205,13.5539,37.0355,4.52084,0.0031883,0.312836,0.0158137,0.0475005,13.1732,9.86473,0.000706787
"8293",0.11365,0.0472288,12.3565,45.5395,4.07819,0.00988219,0.233198,0.0108613,0.0521202,12.1587,7.36072,0.000454321
"8294",0.169246,0.0572133,13.5443,38.1909,4.24342,0.00429419,0.248852,0.0141165,0.0786161,13.8217,9.94009,0.00042435
"8295",0.161167,0.0524492,13.5126,37.6582,4.37013,0.0058035,0.205671,0.0121385,0.0382247,12.5286,9.89506,0.000145916
"8296",0.197652,0.0699418,12.3403,41.2351,4.08073,0.00417712,0.272116,0.0135533,0.0602934,13.1562,9.90198,0.000180016
"8297",0.172508,0.0714392,12.6513,37.2383,4.44152,0.0043489,0.20836,0.0114224,0.0597968,13.2744,7.87692,0.000186484
"8298",0.174815,0.0643976,12.6864,37.9815,4.45071,0.00437719,0.154568,0.0101681,0.0701028,13.3704,8.66324,7.65323e-05
"8299",0.242171,0.0985948,13.1431,38.9632,3.8499,0.00511947,0.185988,0.00908098,0.0990557,15.5584,9.2645,0.000215044
"8300",0.111776,0.0446057,13.6045,37.585,3.93422,0.00928675,0.344362,0.0169275,0.0250663,10.5311,8.30819,0.00027768
"8301",0.191738,0.0653944,12.2643,44.3836,4.636,0.00488243,0.239547,0.0112779,0.100338,15.6312,8.53522,0.000825569
"8302",0.157083,0.0634824,13.4796,34.6553,4.08409,0.00643375,0.334926,0.0155121,0.0830892,13.4145,8.62868,0.000299114
"8303",0.256183,0.112626,12.3192,44.2788,4.18402,0.00463677,0.220477,0.00973819,0.0457663,12.679,7.53886,0.000333981
"8304",0.164424,0.05284,13.3695,36.4424,4.75339,0.00564456,0.139964,0.00880075,0.0387854,11.4586,9.47123,0.000861269
"8305",0.146441,0.0418974,13.2488,42.6263,4.79494,0.00837123,0.172138,0.00982153,0.0701828,13.759,9.36723,0.000416387
"8306",0.137728,0.0611948,12.5175,41.757,3.61447,0.00711088,0.167136,0.00754403,0.0506974,12.2027,8.42367,0.000694642
"8307",0.150808,0.0564362,12.7852,41.0883,4.06147,0.00477386,0.269956,0.0135625,0.0475165,12.4136,9.19658,0.000487348
"8308",0.146432,0.0629376,13.3885,40.339,4.29608,0.00766694,0.37703,0.015887,0.059697,15.129,7.28341,0.000681833
"8309",0.158489,0.0502476,12.4756,39.9668,4.56365,0.00734008,0.239247,0.0104827,0.102049,15.5408,9.45584,0.000125154
"8310",0.222923,0.0851376,13.6998,39.3631,4.15282,0.00403844,0.328053,0.0149178,0.0264712,10.4738,9.25878,0.000125886
"8311",0.198944,0.0708743,12.4592,41.9294,4.57788,0.00458223,0.218062,0.0106237,0.0956281,17.4786,8.5716,0.000632986
"8312",0.241516,0.0856402,12.4203,39.2809,4.34892,0.00344453,0.318642,0.015992,0.0418253,13.2883,9.45671,0.000558129
"8313",0.223849,0.084506,12.5565,41.7686,4.54579,0.00552028,0.180609,0.00925919,0.0596744,14.0326,7.8925,0.000553027
"8314",0.192227,0.0687263,13.4053,40.4762,4.37417,0.00425023,0.374525,0.015414,0.0613034,14.1548,9.27389,0.000118633
"8315",0.158533,0.0569662,12.9764,43.3854,4.31884,0.00520482,0.19563,0.0103246,0.0700219,13.6862,8.74008,0.000168963
"8316",0.167419,0.0618331,13.1455,44.2358,4.19685,0.00567822,0.199972,0.0100661,0.0622232,14.14,8.5606,0.000162115
"8317",0.205109,0.0851126,13.2842,38.9404,4.22705,0.0067224,0.240146,0.0103289,0.0337316,10.6252,7.9175,0.000432069
"8318",0.244105,0.0974587,13.7392,38.9235,4.26608,0.00947771,0.318238,0.0106793,0.0329812,11.5316,8.04344,0.000268189
"8319",0.176883,0.05702,12.2198,43.4593,4.3867,0.00698681,0.111842,0.00621503,0.0640781,13.255,9.39195,0.00066938
"8320",0.221465,0.0836726,13.6803,36.0137,4.27084,0.00429955,0.449896,0.0201188,0.0413754,13.388,9.11851,0.000383718
"8321",0.19369,0.0809053,13.3553,38.0236,4.63924,0.00423194,0.309721,0.0177084,0.0829956,14.1306,7.41186,0.000226699
"8322",0.191363,0.0584303,13.4289,38.3779,4.23275,0.0126349,0.253122,0.0128724,0.0465136,13.7155,9.93982,0.00103568
"8323",0.224991,0.0819485,13.2197,38.4409,3.9896,0.00742402,0.268446,0.0109468,0.0654152,14.3895,9.92182,0.000620627
"8324",0.124786,0.0407708,13.4186,45.7161,3.99447,0.00533593,0.24546,0.0168083,0.106219,15.1633,9.94832,0.00056621
"8325",0.240085,0.0988882,12.5588,38.9877,4.75487,0.00725232,0.248465,0.00996017,0.0248852,11.0034,7.03048,0.000286228
"8326",0.103129,0.0370729,13.572,43.6699,4.04658,0.0056817,0.230137,0.0136244,0.0809181,14.9881,9.05259,0.000754289
"8327",0.18201,0.061767,12.3681,36.9156,4.5349,0.00413632,0.253452,0.0131139,0.0327456,10.2158,9.74517,0.000675865
"8328",0.124109,0.0409476,13.1567,44.9801,3.67257,0.0149393,0.260125,0.0135319,0.0507325,12.255,9.75246,0.000513774
"8329",0.263127,0.0844623,12.752,37.3915,4.89491,0.00356851,0.348291,0.0160689,0.0612955,13.1931,9.59141,0.000797964
"8330",0.22741,0.083948,13.0891,42.7302,4.46149,0.00469662,0.323208,0.0217154,0.0266587,11.29,7.78063,0.00055986
"8331",0.164491,0.0572262,13.2987,40.548,4.31653,0.00423915,0.29052,0.020052,0.0410636,14.2494,9.00746,0.000649363
"8332",0.256431,0.0832921,12.6075,40.7959,4.31399,0.0105924,0.178517,0.00669198,0.0369438,11.8549,9.58425,0.000504573
"8333",0.139967,0.048059,13.3365,40.0929,4.40913,0.00418563,0.390809,0.0165061,0.0421054,11.3585,9.77839,0.000483102
"8334",0.289746,0.0891059,12.5709,41.7256,4.25279,0.0125119,0.182777,0.00960943,0.0729167,13.8622,9.58026,0.000622245
"8335",0.248468,0.0817696,13.1903,43.7875,4.51877,0.00556427,0.255015,0.0101405,0.0468359,15.6408,9.30582,0.000955972
"8336",0.21356,0.0842152,12.9684,37.6781,4.83853,0.0051429,0.244114,0.0130485,0.0726232,12.6184,7.39838,0.000303667
"8337",0.231592,0.0765387,12.7197,43.5892,4.45346,0.00470271,0.220573,0.0102611,0.0676862,15.97,9.56103,0.000827085
"8338",0.136283,0.0522196,13.1162,38.4956,4.22661,0.00976445,0.196692,0.00934291,0.0154125,10.4796,8.044,0.000366498
"8339",0.171522,0.0525416,12.9274,44.8957,4.53255,0.00522221,0.181183,0.0102285,0.0227236,11.3693,9.54822,0.000816919
"8340",0.129724,0.0458308,13.2831,42.4272,4.32113,0.00679428,0.160615,0.00924612,0.0267471,9.93188,8.5762,0.000852279
"8341",0.150387,0.0516462,13.0026,39.6212,4.37963,0.00699418,0.259379,0.0123405,0.0478032,12.3118,9.00573,0.00043167
"8342",0.180868,0.0614536,12.8234,40.781,4.49403,0.00914635,0.288789,0.0104138,0.0458612,12.1937,8.76517,0.000248758
"8343",0.185107,0.0661981,13.0327,41.6818,4.0734,0.0057215,0.301331,0.0140431,0.0588519,13.6789,9.39405,0.000447756
"8344",0.155646,0.057397,13.4064,39.4576,3.98433,0.00648063,0.344849,0.0135766,0.0335006,11.9586,9.59264,0.000378335
"8345",0.189491,0.0621137,12.1072,48.3752,4.36519,0.00296756,0.157289,0.0132826,0.0459718,11.0721,9.21778,0.000261884
"8346",0.25907,0.112766,12.5719,38.1457,4.30898,0.00747385,0.246753,0.00835809,0.0568227,13.0899,7.60936,0.000933729
"8347",0.255724,0.0950352,13.11,38.7417,4.41589,0.0104184,0.224785,0.0112293,0.0514806,13.9021,7.93805,0.000464503
"8348",0.128454,0.0454382,12.8336,43.8607,4.04682,0.00728074,0.427014,0.0155994,0.0618526,12.653,9.55209,0.000437668
"8349",0.316432,0.123146,13.2094,39.1416,4.40811,0.00795475,0.232679,0.00737466,0.0514374,14.6191,8.25177,0.000550503
"8350",0.189756,0.0656186,13.3385,42.4343,4.59358,0.00424705,0.152016,0.0103512,0.0444625,13.3528,8.48889,0.000645144
"8351",0.12292,0.0477989,12.6603,40.5456,3.88436,0.00639901,0.366825,0.0215178,0.0497093,13.0216,8.50407,0.000692781
"8352",0.170309,0.0605709,12.6865,48.9629,4.13161,0.00454768,0.272261,0.014911,0.026608,11.1574,8.82884,0.000537858
"8353",0.122866,0.0509456,13.0981,36.2495,3.6988,0.00768421,0.201092,0.0121838,0.0420534,10.8522,8.93004,0.000337306
"8354",0.129974,0.0622969,13.1439,38.6863,3.53957,0.00504042,0.274207,0.0117215,0.0351779,12.8453,8.62964,0.000105836
"8355",0.146036,0.0562526,13.1991,45.1897,3.67921,0.00613915,0.251928,0.0153858,0.0813457,14.0742,8.89426,0.00118568
"8356",0.139308,0.045342,12.6558,43.0914,4.51846,0.00649249,0.177664,0.0124022,0.0551978,14.4551,8.5026,0.000241738
"8357",0.155984,0.0549357,12.9595,43.7469,4.58145,0.00762415,0.235888,0.0112667,0.0615942,13.794,7.97435,0.000265979
"8358",0.139315,0.0536975,12.9486,37.3037,4.09778,0.0059405,0.343621,0.0166896,0.0239461,11.3089,8.7538,0.00060671
"8359",0.108473,0.0383028,13.4706,45.6828,4.02175,0.0106969,0.278726,0.0133467,0.0330572,11.241,8.51454,0.00047358
"8360",0.241474,0.0929382,12.4069,36.2063,4.19124,0.00641727,0.383955,0.0148317,0.0299731,11.8213,8.90107,0.000536297
"8361",0.169611,0.0530029,13.4896,46.325,4.50059,0.00787498,0.245878,0.00980068,0.0720624,14.5666,9.24657,0.000378779
"8362",0.189126,0.0757233,12.9029,36.499,4.15202,0.00419471,0.324587,0.0166055,0.0538548,13.7851,8.71789,0.000662496
"8363",0.186952,0.070606,13.1914,37.5649,4.06052,0.00503617,0.255983,0.0113038,0.0676904,13.6899,9.62741,0.000613262
"8364",0.340001,0.127034,12.4473,42.7266,4.33247,0.00284621,0.263656,0.0145806,0.111515,13.8829,9.06151,0.000565372
"8365",0.204764,0.0751421,13.4007,38.728,4.31996,0.00432027,0.233185,0.0116722,0.0678146,12.7439,9.32378,0.000296737
"8366",0.130023,0.0552779,11.9063,44.5927,3.64638,0.00552472,0.295743,0.0136613,0.0988535,16.2155,8.40262,0.000418836
"8367",0.120755,0.0402402,12.6702,41.3844,4.00326,0.0125034,0.247151,0.0134098,0.0761132,15.2925,9.28479,0.000313319
"8368",0.217682,0.0776793,13.1969,41.8673,4.47079,0.00335045,0.193841,0.0105294,0.0332305,10.0525,9.19321,0.000649384
"8369",0.152869,0.0531329,12.5833,38.1132,4.10553,0.00581493,0.288401,0.0160401,0.0888418,15.9824,9.77592,0.000879153
"8370",0.212078,0.0870546,13.5594,43.0288,4.66954,0.00477775,0.285261,0.0118446,0.0554649,13.3466,7.42181,0.000307767
"8371",0.15798,0.0589233,12.7111,37.5042,4.33935,0.00466721,0.316442,0.0176427,0.0729952,14.0753,8.70065,0.000847199
"8372",0.217883,0.0848977,12.8395,42.4083,4.2092,0.00595087,0.161585,0.00846751,0.03762,12.5228,8.21428,0.000602822
"8373",0.14927,0.0516962,12.9154,39.3811,4.47465,0.00619195,0.363195,0.0221648,0.0715156,13.3873,8.48464,0.000586505
"8374",0.151512,0.0591288,13.059,40.8337,4.37204,0.00609409,0.439629,0.0177565,0.0642505,13.8765,8.00125,0.000851211
"8375",0.181785,0.0648791,12.787,42.1138,4.46933,0.0068381,0.363134,0.0166601,0.0672115,14.8219,8.55924,0.000580734
"8376",0.168198,0.0629112,12.3911,36.5754,4.51647,0.00864612,0.251764,0.0122672,0.065693,14.4419,7.8369,0.000425717
"8377",0.215315,0.0755738,12.4949,48.0741,4.1324,0.00794489,0.270951,0.00799265,0.0358276,11.8414,9.14768,0.000678025
"8378",0.136332,0.0462458,12.7116,43.6258,4.30708,0.00514231,0.16049,0.0116611,0.0406425,10.5264,8.94392,0.000497065
"8379",0.134137,0.0480879,12.8624,38.3185,4.21891,0.00894352,0.387518,0.0181241,0.0524254,12.8168,8.65198,0.000381981
"8380",0.117773,0.0459663,12.6894,39.9986,4.26537,0.00918565,0.4131,0.0189422,0.0651703,14.7191,7.74319,0.000311309
"8381",0.13863,0.0461311,12.7613,42.2229,4.22776,0.0115075,0.244521,0.0110451,0.0675707,14.5303,8.91241,0.00101104
"8382",0.139362,0.0603977,12.7473,38.0387,4.01746,0.00631878,0.169996,0.010256,0.0653029,14.9737,7.55228,0.000293627
"8383",0.145557,0.0582918,13.2447,41.5272,3.76996,0.00654733,0.294907,0.0106208,0.0387775,11.992,9.24632,0.00040135
"8384",0.168364,0.0668691,13.1374,39.3415,4.26694,0.00563889,0.246795,0.0121296,0.0648436,14.3038,8.23189,0.000185071
"8385",0.16565,0.0627954,13.0086,39.804,4.31287,0.00535126,0.234765,0.012541,0.0592564,14.6439,8.30623,0.000237366
"8386",0.244363,0.0935081,13.6254,42.8504,4.11837,0.00399957,0.281427,0.0134797,0.0551177,12.5489,8.98348,0.000401731
"8387",0.270368,0.104134,14.1746,41.6512,4.32206,0.00265937,0.313272,0.0146331,0.070849,15.0631,9.1693,0.000526897
"8388",0.179162,0.0756383,11.8639,39.1545,4.13002,0.0065331,0.265642,0.0102534,0.0776742,14.6709,8.13369,0.000556242
"8389",0.350716,0.110544,13.3121,37.6863,5.17085,0.00933914,0.350596,0.0133642,0.0588256,15.0943,8.43725,0.000499558
"8390",0.242844,0.0943015,13.2266,41.2212,4.43941,0.00454235,0.220774,0.0107004,0.1187,16.2928,8.24622,0.000809326
"8391",0.229924,0.0851673,13.3566,43.9358,4.51281,0.00509912,0.236761,0.0108777,0.0898482,15.9144,8.09291,0.000333425
"8392",0.253787,0.0924489,12.1861,42.2445,4.56344,0.00391265,0.34946,0.0147566,0.0394628,12.4552,8.56826,0.000990009
"8393",0.183353,0.0772335,13.2405,41.718,3.87038,0.00361141,0.231666,0.0128108,0.0865608,14.4876,8.80996,0.000248045
"8394",0.154173,0.052023,13.1436,37.7526,4.36372,0.00643526,0.26106,0.0123106,0.0311168,12.565,9.52558,0.000589902
"8395",0.216285,0.0723818,12.9907,36.8617,4.49878,0.00487349,0.230638,0.0118712,0.0365794,11.1543,9.72382,0.000899967
"8396",0.156303,0.0577831,13.3963,34.3296,4.15735,0.00481256,0.223246,0.0130212,0.040852,11.9744,9.59473,0.00040923
"8397",0.18303,0.0633129,13.5134,38.8062,4.38431,0.00576925,0.239004,0.0106425,0.0348675,10.6267,9.4909,0.000387946
"8398",0.145745,0.0656919,13.2293,40.3859,4.43722,0.00590506,0.224651,0.0123449,0.029992,11.3545,6.74762,0.000300339
"8399",0.226651,0.0772119,12.5567,37.9802,4.07934,0.00847525,0.289498,0.0128105,0.0436461,13.3005,9.71589,0.000918977
"8400",0.282199,0.10425,12.5133,37.0486,4.10357,0.00523884,0.22885,0.0102328,0.0722677,15.7608,9.80108,0.000444628
"8401",0.270745,0.0916534,12.2461,41.1101,4.53198,0.00316786,0.238413,0.0121507,0.0803961,16.1493,9.7315,0.000630234
"8402",0.15188,0.04927,13.4594,40.0171,4.34576,0.00967231,0.246086,0.0117852,0.0332681,12.6124,9.34779,0.000859247
"8403",0.232168,0.0830276,12.4528,43.8773,4.33957,0.00567536,0.383786,0.0144318,0.0692483,14.4716,8.78387,0.000639784
"8404",0.185257,0.0685088,12.6173,40.2262,4.61923,0.00340968,0.300859,0.0174864,0.0257168,9.91442,8.28401,0.000532954
"8405",0.138804,0.0437527,12.766,43.5462,4.38864,0.00865475,0.323205,0.0144606,0.0332918,12.0592,9.29822,0.000143476
"8406",0.137653,0.0568744,13.1532,37.6808,4.11238,0.00626648,0.394853,0.0207497,0.0462102,11.6861,7.93551,0.000232939
"8407",0.149753,0.0614265,13.2724,37.7426,4.12132,0.00590388,0.328156,0.0198148,0.0606374,11.7901,7.96175,0.000206463
"8408",0.177357,0.0630389,13.3352,37.7279,4.33445,0.00657428,0.293397,0.0131502,0.0162655,11.218,8.95417,0.00018133
"8409",0.169838,0.0632674,13.3385,39.4416,4.2293,0.00565765,0.287154,0.0137221,0.03307,9.92,8.83556,0.000188515
"8410",0.173004,0.0760509,13.3022,34.3765,4.10684,0.00461025,0.21434,0.0110644,0.0192588,10.3151,8.12282,0.000356856
"8411",0.13676,0.0492907,12.867,38.37,4.20107,0.00627069,0.312328,0.015231,0.0271205,9.62225,9.24531,0.000605138
"8412",0.120375,0.0432653,13.2175,37.9717,4.24958,0.0101525,0.331982,0.0161233,0.0143675,9.81716,8.49613,0.000540023
"8413",0.132741,0.0519686,12.4788,39.7498,3.82219,0.00551833,0.206863,0.0120563,0.0320967,12.7806,9.08154,0.000556099
"8414",0.135665,0.0571764,12.5095,40.6047,3.8737,0.00497112,0.209299,0.0112655,0.0458611,14.1815,8.33918,0.000834889
"8415",0.146139,0.0512251,13.1826,41.6784,4.11472,0.00497763,0.202157,0.0118311,0.0620359,14.3969,9.60054,0.000299044
"8416",0.151539,0.0544537,13.05,38.3679,4.1775,0.00597243,0.1922,0.0102017,0.0885359,14.5681,9.25138,0.000306545
"8417",0.148417,0.053107,13.0792,38.3386,4.1675,0.00565804,0.189098,0.0103722,0.0944052,14.4869,9.25471,0.000358462
"8418",0.152376,0.0538936,12.9574,43.0382,4.32848,0.00613838,0.36209,0.0180658,0.0317139,10.7938,8.7391,0.000140669
"8419",0.150494,0.0500789,13.1447,42.6704,4.37456,0.00727885,0.381346,0.0176589,0.0322511,11.3176,8.81284,0.000117224
"8420",0.155058,0.0525534,12.1486,37.4946,4.47329,0.00644966,0.243568,0.0126263,0.0544173,11.8147,9.21526,0.00119434
"8421",0.15162,0.0491248,12.9859,41.6427,4.28875,0.00759924,0.238007,0.0109427,0.13033,14.5316,9.78333,0.00010693
"8422",0.127599,0.0380466,13.1216,42.4233,4.42256,0.00623115,0.294384,0.0192381,0.0442202,10.4687,9.91691,0.000442575
"8423",0.195695,0.0986951,12.785,36.7291,4.24009,0.00907967,0.255328,0.0122112,0.0320862,9.91004,6.34143,0.000748052
"8424",0.190995,0.0626344,12.9189,36.9389,4.2454,0.00796994,0.248632,0.0127476,0.0573637,11.9067,9.87391,0.000367273
"8425",0.178078,0.0625463,12.7947,37.8346,4.12399,0.0086309,0.294365,0.00953429,0.0399995,12.1788,9.83404,0.000416876
"8426",0.157875,0.0516809,13.0508,44.9944,4.22602,0.00663791,0.193214,0.0088082,0.0441874,10.6245,9.85991,0.000651364
"8427",0.178539,0.0803988,12.7649,38.7158,4.17212,0.00931977,0.34726,0.0115976,0.102801,15.4737,7.25426,0.000507329
"8428",0.245759,0.0804151,13.2414,46.3007,4.46295,0.00219441,0.268819,0.0183186,0.0784866,15.0385,9.73918,0.000655618
"8429",0.288166,0.109678,13.2342,45.7744,4.12949,0.00280916,0.456729,0.0201493,0.094566,15.7289,9.21172,0.000718372
"8430",0.237665,0.0934224,13.0504,37.9543,4.14047,0.00334636,0.251744,0.0133131,0.0442578,11.1218,9.34226,0.000457443
"8431",0.167611,0.0698021,12.9369,38.8646,3.87473,0.00581377,0.219674,0.00978605,0.0250713,11.4203,8.74284,0.000652489
"8432",0.16836,0.0664545,12.6191,41.5266,4.11596,0.00565009,0.191257,0.010345,0.0486861,11.028,8.35818,0.000338258
"8433",0.141649,0.0486321,11.9658,45.819,4.32142,0.00541021,0.211333,0.0108876,0.0401831,12.3181,8.79657,0.000488159
"8434",0.125326,0.041149,12.3621,41.9764,4.55323,0.00507508,0.180851,0.0149005,0.0747965,12.4957,8.50727,0.000484685
"8435",0.116997,0.0391751,12.3804,43.8984,4.41142,0.00466267,0.163563,0.0136363,0.0560261,13.0714,8.53452,0.000714953
"8436",0.177687,0.0697272,12.6697,41.5914,3.43321,0.014162,0.40169,0.0112187,0.0391726,13.5681,9.81223,0.000402031
"8437",0.186869,0.0592859,13.0194,44.7319,4.13847,0.00782396,0.170107,0.00937777,0.0414125,10.5351,9.87584,0.00110202
"8438",0.140913,0.0502894,12.6051,43.3341,3.9013,0.0064562,0.261335,0.0109851,0.0314373,11.6507,9.76377,0.000131608
"8439",0.148453,0.0537241,13.3742,38.9206,4.37614,0.00599142,0.174129,0.00939465,0.0635584,14.7488,8.73878,0.00023039
"8440",0.138057,0.0476078,13.8535,37.9463,4.65926,0.00983897,0.167298,0.00837436,0.0854217,15.6526,8.28828,0.000123516
"8441",0.132946,0.0502672,13.3499,37.7856,4.74355,0.0105184,0.151091,0.00758134,0.0992026,14.9739,7.31176,0.000139917
"8442",0.165112,0.0539841,13.0773,39.856,4.59353,0.00833579,0.252081,0.0108479,0.121085,17.7469,8.89696,0.000352186
"8443",0.151568,0.0522796,12.1332,42.7033,4.25961,0.00508084,0.200022,0.0113053,0.064309,13.3917,9.21901,0.000841351
"8444",0.194426,0.0676696,13.7456,39.507,4.53629,0.00735729,0.211463,0.00949033,0.0555164,12.0149,8.7696,0.000407439
"8445",0.194007,0.0760933,13.2066,38.3978,4.44944,0.00672748,0.276805,0.011713,0.0560618,13.3634,7.97653,0.000524876
"8446",0.175235,0.0701248,13.3883,36.7244,4.25903,0.00857061,0.297719,0.0120401,0.0587693,13.8087,8.1675,0.000562219
"8447",0.171611,0.05666,12.166,43.7793,4.56622,0.00391855,0.249104,0.0131876,0.027249,11.1312,9.07097,0.000683409
"8448",0.11889,0.0476203,13.968,42.6279,3.9232,0.0131269,0.309059,0.0117301,0.0748543,13.6495,7.98073,0.000461959
"8449",0.125252,0.0499492,13.8329,42.1953,4.11911,0.0119615,0.292437,0.0106854,0.0782292,13.5786,7.83204,0.000458029
"8450",0.131553,0.0496684,13.6426,41.8054,4.05032,0.0131462,0.29178,0.0121361,0.0711969,13.2585,8.16015,0.000482236
"8451",0.258273,0.0881989,12.0298,39.9371,4.55838,0.00270814,0.181336,0.0131,0.077452,12.6807,9.45044,0.000627694
"8452",0.146772,0.0533872,13.8198,39.5778,4.21708,0.01119,0.329046,0.0129938,0.0271694,10.7916,8.65632,0.000578746
"8453",0.142046,0.0512679,12.2964,45.6308,4.08151,0.00652688,0.151742,0.00801493,0.0403527,12.0846,8.70145,0.000592138
"8454",0.179859,0.0573827,11.9763,39.655,4.45338,0.00372884,0.220752,0.013893,0.0116556,8.27042,9.93735,0.000623279
