"","mean","sd","rhat"
"sol9[20,5]",2.89637845875,0.119999312113784,1.00001945352074
"sol9[21,5]",2.911063581875,0.120793835999565,1.0000366926962
"sol9[22,5]",3.016318388125,0.126615027686282,1.00004793563173
"sol9[23,5]",3.113192829375,0.132181333013452,1.00003617700114
"sol9[24,5]",3.202013299375,0.137468257693685,1.0000505198974
"sol9[25,5]",3.283096478125,0.142444894461551,1.00007453865212
"sol9[26,5]",3.356750038125,0.147077394692196,1.00006797993789
"sol9[27,5]",3.42327384125,0.151332400781781,1.00013781178544
"sol9[28,5]",3.48296164125,0.155179982433795,1.00014975318289
"sol9[29,5]",3.536102075,0.158595685592681,1.00018978026982
"sol9[30,5]",3.582980279375,0.161561944381428,1.00020682179432
"sol9[31,5]",3.623878296875,0.164068869650308,1.00022211546121
"sol9[32,5]",3.659076883125,0.166114630082097,1.0002365897074
"sol9[33,5]",3.741915831875,0.169801653460892,1.00026003516974
"sol9[34,5]",3.754765813125,0.169928738891727,1.00024662986042
"sol9[35,5]",3.7581097575,0.169891255580699,1.00022981060783
"sol9[36,5]",3.763448744375,0.169703728588858,1.00021367166916
"sol9[37,5]",3.768235395,0.169160023759705,1.00023964612266
"sol9[38,5]",3.769393735,0.168332652630873,1.00023663658302
"sol9[39,5]",3.76718703875,0.167257317169355,1.00022498696499
"sol9[40,5]",3.7618732425,0.165969928928799,1.00022086126756
"sol9[41,5]",3.753704248125,0.164505639453821,1.00022124319991
"sol9[42,5]",3.742924624375,0.162898575166984,1.00023563244024
"sol9[43,5]",3.729771034375,0.161181535954129,1.00023373479419
"sol9[44,5]",3.71447145,0.159385556595087,1.0002224095712
"sol9[45,5]",3.697244335625,0.157540105256983,1.00019498864066
"sol9[46,5]",3.6782984375,0.155672620440159,1.00016720437335
"sol9[47,5]",3.657832160625,0.153808664210276,1.00015517124486
"sol9[48,5]",3.636033195,0.151971937936045,1.00009784111358
"sol9[49,5]",3.555937476875,0.146311567127593,1.00002665275829
"sol9[1,6]",-8.00126923062677e-65,1.0095831975209e-62,1.00007154858498
"sol9[2,6]",6.2297677900847e-33,7.62580885990417e-31,1.00003464174853
"sol9[3,6]",4.18424016074229e-26,4.72068235244601e-24,1.000101404946
"sol9[4,6]",9.33283256818473e-24,9.27483273479776e-22,0.999999040680979
"sol9[5,6]",4.082053580828e-22,3.50139561421819e-20,0.999991834926095
"sol9[6,6]",2.64881703375549e-19,1.42348314811663e-17,0.999975323889607
"sol9[7,6]",4.62900291651885e-17,1.32588150773603e-15,0.999962897173097
"sol9[8,6]",1.16545733619759e-16,2.91553044135683e-15,0.99996099936212
"sol9[9,6]",3.4642684023276e-15,5.08979715232377e-14,0.999953394933194
"sol9[10,6]",1.37026442510076e-13,1.1098720559102e-12,0.999998707943341
"sol9[11,6]",3.27635349714205e-12,1.64442407073257e-11,1.00004897746168
"sol9[12,6]",5.22034806817031e-11,1.80454554515291e-10,1.00007555813454
"sol9[13,6]",5.96107559474687e-10,1.52766305880227e-09,1.0001088219067
"sol9[14,6]",1.94425818634625e-09,4.3351947065238e-09,1.00016332998921
"sol9[15,6]",5.15485980252688e-09,1.0263950403694e-08,1.00020239164805
"sol9[16,6]",3.52256054581875e-08,5.61716480352097e-08,1.00024564381746
"sol9[17,6]",1.96699730323125e-07,2.56422248816655e-07,1.00026280846773
"sol9[18,6]",9.219925474125e-07,9.96769551784586e-07,1.00026225287015
"sol9[19,6]",3.70782679800625e-06,3.35719663519175e-06,1.00032111385385
"sol9[20,6]",1.1096671982625e-05,8.66095149201862e-06,1.00030728884114
"sol9[21,6]",1.3025794565375e-05,9.93992398652457e-06,1.00030044419396
"sol9[22,6]",4.057867619125e-05,2.618456393547e-05,1.00026296505813
"sol9[23,6]",0.0001135206725875,6.19941935546524e-05,1.00024684666781
"sol9[24,6]",0.00028824743558125,0.000133052436828884,1.00021999992764
"sol9[25,6]",0.000670354570875,0.000260785029208248,1.00027357960797
"sol9[26,6]",0.0014389658146875,0.000469911552706985,1.00028076830487
"sol9[27,6]",0.0028699865931875,0.000783345853055239,1.00032007517082
"sol9[28,6]",0.0053489807375,0.00121583103758765,1.00036303662883
"sol9[29,6]",0.009362294286875,0.00176930709483432,1.00025212248272
"sol9[30,6]",0.015457169245,0.00243306533447955,1.00018111318625
"sol9[31,6]",0.02416935519375,0.00318915555734388,1.00032187576209
"sol9[32,6]",0.035928771075,0.00401927532365071,1.00030922697165
"sol9[33,6]",0.10272973446875,0.00722462144166874,1.00013373539284
"sol9[34,6]",0.12719302330625,0.00802056549939595,1.000229778394
"sol9[35,6]",0.135640641875,0.00824875567867735,1.00030635416563
"sol9[36,6]",0.1527873544375,0.00863126686887833,1.00030794148784
"sol9[37,6]",0.1786736126875,0.00898234554530552,1.0002752385579
"sol9[38,6]",0.2040753266875,0.00902693073284692,1.0002603346248
"sol9[39,6]",0.228341221875,0.00875986685836934,1.00030187726641
"sol9[40,6]",0.2509780975625,0.0082268204126154,1.0003378892005
"sol9[41,6]",0.2716572326875,0.00753204986215502,1.00039661979247
"sol9[42,6]",0.2902016835625,0.00684732170734223,1.00022347027792
"sol9[43,6]",0.306562279625,0.00640861310249171,1.00012658431682
"sol9[44,6]",0.320789145125,0.006450181727553,1.00001960619239
"sol9[45,6]",0.3330034073125,0.00706316206449391,1.00017081707272
"sol9[46,6]",0.343371971875,0.00814404182652346,1.00019952276312
"sol9[47,6]",0.352086561125,0.00951012240660053,1.00024723510308
"sol9[48,6]",0.359347532625,0.0110051914195902,1.00034168957384
"sol9[49,6]",0.37548766325,0.0158313820437703,1.00037926705314
"z_DD7[1]",0.3690431386875,0.0318460438874974,0.999877171740358
"z_DD7[2]",0.883312776875,0.0394016122065804,0.999892231935429
"z_DD7[3]",1.76422041875,0.0417807927703021,1.00021754544583
"z_DD7[4]",2.37206451,0.0504919924648091,1.00022338608714
"z_DD7[5]",2.88785700125,0.0557123262115373,1.00035552533694
"z_DD7[6]",2.460457155625,0.0724688885815254,1.0001778261433
"z_NEC7[1]",-6.90524197440869e-70,8.67609364231073e-68,1.00007286921243
"z_NEC7[2]",2.89277886207288e-35,3.48404453359994e-33,1.00004521551042
"z_NEC7[3]",8.34370279299947e-28,9.55769002793155e-26,1.00003141005566
"z_NEC7[4]",1.20118001825332e-23,1.27027038317346e-21,1.00002147063208
"z_NEC7[5]",8.99769128116831e-21,8.23423490292268e-19,1.00000972835782
"z_NEC7[6]",1.385471001321e-18,1.00833429940605e-16,1.00002869576962
"z_NEC7[7]",8.33465873821467e-17,4.41363650557772e-15,0.999987528231188
"z_NEC7[8]",2.68447315092209e-15,9.67065489321178e-14,0.999979131505001
"z_NEC7[9]",5.44738991268358e-14,1.2951738442569e-12,0.999970476072752
"z_NEC7[10]",7.63535979293144e-13,1.20530381833535e-11,0.999963758630759
"z_NEC7[11]",7.85384385968181e-12,8.49862297913534e-11,0.999959784538404
"z_NEC7[12]",6.20319971534295e-11,4.81746487092327e-10,0.999954238933773
"z_NEC7[13]",3.90010175953562e-10,2.28492953493776e-09,0.99995633788227
"z_NEC7[14]",2.00987362970442e-09,9.31184686584747e-09,0.999959699953463
"z_NEC7[15]",8.696302216952e-09,3.31973250993594e-08,0.999979911847596
"z_NEC7[16]",3.2227910956195e-08,1.04890925097798e-07,1.00001402211281
"z_NEC7[17]",1.04018912599586e-07,2.96794197230791e-07,1.00001621475281
"z_NEC7[18]",2.96559996421006e-07,7.58811101362915e-07,1.00001667839674
"z_NEC7[19]",7.559420417785e-07,1.76701595520834e-06,1.00003743284098
"z_NEC7[20]",1.74099144361288e-06,3.7751581608165e-06,1.00004136209254
"z_NEC7[21]",3.65627443666812e-06,7.44941630350865e-06,1.00002335015013
"z_NEC7[22]",7.05951940173125e-06,1.36612177644919e-05,1.00002319286794
"z_NEC7[23]",1.26244683638875e-05,2.34175750140413e-05,1.00003660437844
"z_NEC7[24]",2.10512132193625e-05,3.77253272178684e-05,1.00003834896506
"z_NEC7[25]",3.293534445035e-05,5.74099568415546e-05,1.00005657382941
"z_NEC7[26]",4.86267829363688e-05,8.29315376415078e-05,1.0000423413057
"z_NEC7[27]",6.81188040624125e-05,0.00011424764056324,1.00003811784502
"z_NEC7[28]",9.10021863718125e-05,0.000150763328858036,1.00000361625872
"z_NEC7[29]",0.000185518491197937,0.000302392074893748,0.99997461402914
"z_NEC7[30]",0.000211560430069688,0.000345168956215745,0.999978682867806
"z_NEC7[31]",0.000235566052518063,0.000385312279351981,0.999986195704238
"z_NEC7[32]",0.000256985470340063,0.000421906175040622,0.999980596452668
"z_NEC7[33]",0.000275540055271062,0.00045439670966679,0.999991768638723
"z_NEC7[34]",0.000291188528738063,0.000482564149247806,0.999997881912925
"z_NEC7[35]",0.00030407213077125,0.000506464962870084,0.999995185623418
"z_NEC7[36]",0.0003144535043845,0.000526358681362354,0.99998427501511
"z_NEC7[37]",0.000322660367375437,0.000542636074266282,0.999978180814488
"z_NEC7[38]",0.000329040109239938,0.000555754681286238,0.999984175266062
"z_NEC7[39]",0.000333927540862688,0.000566189106903322,0.999982141286925
"z_NEC7[40]",0.000337625017876937,0.000574394584935666,0.999982986343722
"z_NEC7[41]",0.000340392850488563,0.000580785799513951,0.999976665982111
"z_NEC7[42]",0.000342446778871875,0.000585724545612047,0.999975228384166
"z_NEC7[43]",0.000343960378203313,0.000589516926073967,0.999970306237069
"z_DD9[1]",0.5245015980625,0.0155271753755337,1.00018726199401
"z_DD9[2]",1.14792297125,0.0361180546157458,1.0002543851805
"z_DD9[3]",2.172295660625,0.0842827301860473,1.00005530328501
"z_DD9[4]",2.89637845875,0.119999312113784,1.00001945352074
"z_DD9[5]",3.7581097575,0.169891255580699,1.00022981060783
"z_DD9[6]",3.555937476875,0.146311567127593,1.00002665275829
"z_NEC9[1]",-8.00126923062677e-65,1.0095831975209e-62,1.00007154858498
"z_NEC9[2]",6.2297677900847e-33,7.62580885990417e-31,1.00003464174853
"z_NEC9[3]",4.18424016074229e-26,4.72068235244601e-24,1.000101404946
"z_NEC9[4]",4.082053580828e-22,3.50139561421819e-20,0.999991834926095
"z_NEC9[5]",2.64881703375549e-19,1.42348314811663e-17,0.999975323889607
"z_NEC9[6]",4.62900291651885e-17,1.32588150773603e-15,0.999962897173097
"z_NEC9[7]",3.4642684023276e-15,5.08979715232377e-14,0.999953394933194
"z_NEC9[8]",1.37026442510076e-13,1.1098720559102e-12,0.999998707943341
"z_NEC9[9]",3.27635349714205e-12,1.64442407073257e-11,1.00004897746168
"z_NEC9[10]",5.22034806817031e-11,1.80454554515291e-10,1.00007555813454
"z_NEC9[11]",5.96107559474687e-10,1.52766305880227e-09,1.0001088219067
"z_NEC9[12]",5.15485980252688e-09,1.0263950403694e-08,1.00020239164805
"z_NEC9[13]",3.52256054581875e-08,5.61716480352097e-08,1.00024564381746
"z_NEC9[14]",1.96699730323125e-07,2.56422248816655e-07,1.00026280846773
"z_NEC9[15]",9.219925474125e-07,9.96769551784586e-07,1.00026225287015
"z_NEC9[16]",3.70782679800625e-06,3.35719663519175e-06,1.00032111385385
"z_NEC9[17]",1.3025794565375e-05,9.93992398652457e-06,1.00030044419396
"z_NEC9[18]",4.057867619125e-05,2.618456393547e-05,1.00026296505813
"z_NEC9[19]",0.0001135206725875,6.19941935546524e-05,1.00024684666781
"z_NEC9[20]",0.00028824743558125,0.000133052436828884,1.00021999992764
"z_NEC9[21]",0.000670354570875,0.000260785029208248,1.00027357960797
"z_NEC9[22]",0.0014389658146875,0.000469911552706985,1.00028076830487
"z_NEC9[23]",0.0028699865931875,0.000783345853055239,1.00032007517082
"z_NEC9[24]",0.0053489807375,0.00121583103758765,1.00036303662883
"z_NEC9[25]",0.009362294286875,0.00176930709483432,1.00025212248272
"z_NEC9[26]",0.015457169245,0.00243306533447955,1.00018111318625
"z_NEC9[27]",0.02416935519375,0.00318915555734388,1.00032187576209
"z_NEC9[28]",0.035928771075,0.00401927532365071,1.00030922697165
"z_NEC9[29]",0.10272973446875,0.00722462144166874,1.00013373539284
"z_NEC9[30]",0.12719302330625,0.00802056549939595,1.000229778394
"z_NEC9[31]",0.1527873544375,0.00863126686887833,1.00030794148784
"z_NEC9[32]",0.1786736126875,0.00898234554530552,1.0002752385579
"z_NEC9[33]",0.2040753266875,0.00902693073284692,1.0002603346248
"z_NEC9[34]",0.228341221875,0.00875986685836934,1.00030187726641
"z_NEC9[35]",0.2509780975625,0.0082268204126154,1.0003378892005
"z_NEC9[36]",0.2716572326875,0.00753204986215502,1.00039661979247
"z_NEC9[37]",0.2902016835625,0.00684732170734223,1.00022347027792
"z_NEC9[38]",0.306562279625,0.00640861310249171,1.00012658431682
"z_NEC9[39]",0.320789145125,0.006450181727553,1.00001960619239
"z_NEC9[40]",0.3330034073125,0.00706316206449391,1.00017081707272
"z_NEC9[41]",0.343371971875,0.00814404182652346,1.00019952276312
"z_NEC9[42]",0.352086561125,0.00951012240660053,1.00024723510308
"z_NEC9[43]",0.359347532625,0.0110051914195902,1.00034168957384
"logLikelihood_dd7[1]",1.02799505610119,0.35220881591548,0.999887703709862
"logLikelihood_dd7[2]",-1.144888561,0.245191947150925,0.999942883563841
"logLikelihood_dd7[3]",0.362341382309375,0.0400565436640918,1.00026373026559
"logLikelihood_dd7[4]",-1.39626615563125,0.281856023771322,1.00027361992091
"logLikelihood_dd7[5]",1.36834044614669,0.800352088946769,1.00017030523132
"logLikelihood_dd7[6]",-0.105970721251306,0.25289005985106,1.00023773375798
"logLikelihood_cd7[1]",2.139655274375,0.0131077112978653,1.00082196773071
"logLikelihood_cd7[2]",2.18826691625,0.0131671039504569,1.0008223774573
"logLikelihood_cd7[3]",2.195264838125,0.0132322805239417,1.00082822265436
"logLikelihood_cd7[4]",2.23777074375,0.0134667952626173,1.00082881558574
"logLikelihood_cd7[5]",2.30701987875,0.0144529677480991,1.00082845705262
"logLikelihood_cd7[6]",2.360566044375,0.0156065107505776,1.00083007350338
"logLikelihood_cd7[7]",2.371061979375,0.0168831531808977,1.00082812973159
"logLikelihood_cd7[8]",2.312997819375,0.0167944118419772,1.00082665923911
"logLikelihood_cd7[9]",2.319524838125,0.0177811659299288,1.00082496564217
"logLikelihood_cd7[10]",2.359585966875,0.0177596406190366,1.00082714643732
"logLikelihood_cd7[11]",2.526718804375,0.0190718520383573,1.00082995787315
"logLikelihood_cd7[12]",2.5584805275,0.0193727754551599,1.00082508773529
"logLikelihood_cd7[13]",2.54447900625,0.0202879665158696,1.00082837094266
"logLikelihood_cd7[14]",2.56977870625,0.0206095519199377,1.00082616385893
"logLikelihood_cd7[15]",2.459978340625,0.0227982394758438,1.00082590394103
"logLikelihood_cd7[16]",2.583408046875,0.0224858915233286,1.00082658936761
"logLikelihood_cd7[17]",2.54792892125,0.0239574427848706,1.0008233696063
"logLikelihood_cd7[18]",2.63831875625,0.0240111933827968,1.00081040560375
"logLikelihood_cd7[19]",2.81829488125,0.0222597103326257,1.00081712544979
"logLikelihood_cd7[20]",2.7919221975,0.0215662734293699,1.00080403764817
"logLikelihood_cd7[21]",2.9095550025,0.0227800821206012,1.00078665290473
"logLikelihood_cd7[22]",2.979690145,0.0213346961876731,1.00077499634731
"logLikelihood_cd7[23]",2.9907338525,0.0226232882536217,1.00077270495611
"logLikelihood_cd7[24]",3.0217206875,0.0181259869552678,1.00073707657557
"logLikelihood_cd7[25]",3.08900806375,0.0208807410275606,1.0005809457459
"logLikelihood_cd7[26]",3.03139397875,0.0176206656059887,1.0005833916165
"logLikelihood_cd7[27]",2.878555385625,0.0179934225688799,1.00057177092507
"logLikelihood_cd7[28]",2.888236273125,0.0181938220514329,1.00056050382453
"logLikelihood_cd7[29]",3.083133750625,0.0181719074828541,1.00036288804107
"logLikelihood_cd7[30]",3.069373196875,0.0178571759033853,1.00033237937015
"logLikelihood_cd7[31]",3.05367114875,0.0161195848820285,1.00036872455928
"logLikelihood_cd7[32]",2.79252966,0.016100380750177,1.0004484952539
"logLikelihood_cd7[33]",2.745471921875,0.0149893316313326,1.00050731126459
"logLikelihood_cd7[34]",2.81264558125,0.0166513227559102,1.00031773693587
"logLikelihood_cd7[35]",2.719829200625,0.0163094495749807,1.00036640688223
"logLikelihood_cd7[36]",2.837713930625,0.0164985347268915,1.00032242037305
"logLikelihood_cd7[37]",2.988467018125,0.0159817060790689,1.00031658329138
"logLikelihood_cd7[38]",2.97882146,0.0135180607282911,1.00065679205169
"logLikelihood_cd7[39]",2.74766166375,0.0132552390403592,1.00082983081497
"logLikelihood_cd7[40]",2.898229180625,0.0134937739149683,1.00077323767319
"logLikelihood_cd7[41]",2.852467944375,0.0135368963518538,1.00077591883799
"logLikelihood_cd7[42]",2.781690704375,0.0149424706880086,1.00050612653338
"logLikelihood_cd7[43]",2.79122413875,0.0151500502419842,1.00049849068528
"logLikelihood_dd9[1]",2.72258757388812,0.712205730655916,1.00048436712994
"logLikelihood_dd9[2]",-1.5212255965,0.137666287679975,1.00026234097042
"logLikelihood_dd9[3]",-0.485588373948875,1.1411278509385,1.00005985339003
"logLikelihood_dd9[4]",-0.0157544870374569,1.2937614804399,0.999981036474077
"logLikelihood_dd9[5]",-1.853039240943,1.14426806334646,1.00021189215152
"logLikelihood_dd9[6]",-0.816627279641,1.86282770936981,1.00001082728541
"logLikelihood_cd9[1]",2.303260210625,0.0237968685798999,1.00082443604112
"logLikelihood_cd9[2]",2.1822075975,0.0248755789222515,1.00082516302818
"logLikelihood_cd9[3]",2.21584869375,0.024883762885357,1.0008283588988
"logLikelihood_cd9[4]",2.179700470625,0.024913745152844,1.00082572630498
"logLikelihood_cd9[5]",2.185715104375,0.0249207385489921,1.00082887461128
"logLikelihood_cd9[6]",2.217475656875,0.0249210105135472,1.00083101461739
"logLikelihood_cd9[7]",2.225622915,0.0248900435321428,1.00082604078208
"logLikelihood_cd9[8]",2.22709483625,0.024753886684313,1.00082965862599
"logLikelihood_cd9[9]",2.227683975,0.0247682836764912,1.00083062569414
"logLikelihood_cd9[10]",2.280602000625,0.0248069092631055,1.00082572136887
"logLikelihood_cd9[11]",2.362932286875,0.0247707019787235,1.00082977975839
"logLikelihood_cd9[12]",2.469082588125,0.0249245439003084,1.00082560658645
"logLikelihood_cd9[13]",2.468452191875,0.0249240473829604,1.00082963516386
"logLikelihood_cd9[14]",2.5036560725,0.0248359006256012,1.00082178101181
"logLikelihood_cd9[15]",2.429485119375,0.0248409285251956,1.00081456027977
"logLikelihood_cd9[16]",2.5858856225,0.0248527212279565,1.000795017868
"logLikelihood_cd9[17]",2.58538404,0.0246726215010005,1.00076009914063
"logLikelihood_cd9[18]",2.691264125,0.0249682380326241,1.00081029640352
"logLikelihood_cd9[19]",2.9739408775,0.0252237123245956,1.00068709319122
"logLikelihood_cd9[20]",3.05272221375,0.0260066092435093,1.00041615403398
"logLikelihood_cd9[21]",3.29896192375,0.0463199581852367,1.0004623855079
"logLikelihood_cd9[22]",3.667851023125,0.0588140980098927,1.0003823489732
"logLikelihood_cd9[23]",3.264243591875,0.313631315262043,1.00031514914095
"logLikelihood_cd9[24]",4.071427024375,0.168738478280423,1.0002974085096
"logLikelihood_cd9[25]",4.23110289,0.369398752351998,1.00019228436246
"logLikelihood_cd9[26]",4.025876875,0.170175606365078,1.00025405284089
"logLikelihood_cd9[27]",3.4158257675,0.160036858246462,1.00023437198421
"logLikelihood_cd9[28]",3.092799924375,0.0787613422616242,1.00040151325824
"logLikelihood_cd9[29]",2.61035145625,0.138176025336038,1.00003006203063
"logLikelihood_cd9[30]",2.509943480625,0.0970793652035579,1.0002141222806
"logLikelihood_cd9[31]",2.36158271625,0.0725813687785326,1.00032320914482
"logLikelihood_cd9[32]",2.395359521875,0.0638793620372303,1.00022261229278
"logLikelihood_cd9[33]",2.448789455625,0.0711154180297072,1.00023684692636
"logLikelihood_cd9[34]",2.542512105625,0.0805849796972559,1.00038115891917
"logLikelihood_cd9[35]",2.493662620625,0.0787598267770168,1.00014860507028
"logLikelihood_cd9[36]",2.71054776375,0.0899855542801059,1.00019337485955
"logLikelihood_cd9[37]",2.61674112,0.0611480817955666,1.00029190763572
"logLikelihood_cd9[38]",2.816480241875,0.0937258523538074,1.00020070893655
"logLikelihood_cd9[39]",3.16287636125,0.200727999905827,1.00026757894504
"logLikelihood_cd9[40]",3.033358579375,0.150875965287449,1.00005672439796
"logLikelihood_cd9[41]",2.86469682625,0.156855973354981,1.00018670838478
"logLikelihood_cd9[42]",2.71446560375,0.135174391998868,1.0003765498775
"logLikelihood_cd9[43]",2.55657067,0.136792630376316,1.00042698295822
"logLikelihood_total7[1]",2.139655274375,0.0131077112978653,1.00082196773071
"logLikelihood_total7[2]",2.18826691625,0.0131671039504569,1.0008223774573
"logLikelihood_total7[3]",2.195264838125,0.0132322805239417,1.00082822265436
"logLikelihood_total7[4]",1.02799505610119,0.35220881591548,0.999887703709862
"logLikelihood_total7[5]",2.23777074375,0.0134667952626173,1.00082881558574
"logLikelihood_total7[6]",2.30701987875,0.0144529677480991,1.00082845705262
"logLikelihood_total7[7]",2.360566044375,0.0156065107505776,1.00083007350338
"logLikelihood_total7[8]",-1.144888561,0.245191947150925,0.999942883563841
"logLikelihood_total7[9]",2.371061979375,0.0168831531808977,1.00082812973159
"logLikelihood_total7[10]",2.312997819375,0.0167944118419772,1.00082665923911
"logLikelihood_total7[11]",2.319524838125,0.0177811659299288,1.00082496564217
"logLikelihood_total7[12]",2.359585966875,0.0177596406190366,1.00082714643732
"logLikelihood_total7[13]",2.526718804375,0.0190718520383573,1.00082995787315
"logLikelihood_total7[14]",0.362341382309375,0.0400565436640918,1.00026373026559
"logLikelihood_total7[15]",2.5584805275,0.0193727754551599,1.00082508773529
"logLikelihood_total7[16]",2.54447900625,0.0202879665158696,1.00082837094266
"logLikelihood_total7[17]",2.56977870625,0.0206095519199377,1.00082616385893
"logLikelihood_total7[18]",2.459978340625,0.0227982394758438,1.00082590394103
"logLikelihood_total7[19]",2.583408046875,0.0224858915233286,1.00082658936761
"logLikelihood_total7[20]",-1.39626615563125,0.281856023771322,1.00027361992091
"logLikelihood_total7[21]",2.54792892125,0.0239574427848706,1.0008233696063
"logLikelihood_total7[22]",2.63831875625,0.0240111933827968,1.00081040560375
"logLikelihood_total7[23]",2.81829488125,0.0222597103326257,1.00081712544979
"logLikelihood_total7[24]",2.7919221975,0.0215662734293699,1.00080403764817
"logLikelihood_total7[25]",2.9095550025,0.0227800821206012,1.00078665290473
"logLikelihood_total7[26]",2.979690145,0.0213346961876731,1.00077499634731
"logLikelihood_total7[27]",2.9907338525,0.0226232882536217,1.00077270495611
"logLikelihood_total7[28]",3.0217206875,0.0181259869552678,1.00073707657557
"logLikelihood_total7[29]",3.08900806375,0.0208807410275606,1.0005809457459
"logLikelihood_total7[30]",3.03139397875,0.0176206656059887,1.0005833916165
"logLikelihood_total7[31]",2.878555385625,0.0179934225688799,1.00057177092507
"logLikelihood_total7[32]",2.888236273125,0.0181938220514329,1.00056050382453
"logLikelihood_total7[33]",3.083133750625,0.0181719074828541,1.00036288804107
"logLikelihood_total7[34]",3.069373196875,0.0178571759033853,1.00033237937015
"logLikelihood_total7[35]",1.36834044614669,0.800352088946769,1.00017030523132
"logLikelihood_total7[36]",3.05367114875,0.0161195848820285,1.00036872455928
"logLikelihood_total7[37]",2.79252966,0.016100380750177,1.0004484952539
"logLikelihood_total7[38]",2.745471921875,0.0149893316313326,1.00050731126459
"logLikelihood_total7[39]",2.81264558125,0.0166513227559102,1.00031773693587
"logLikelihood_total7[40]",2.719829200625,0.0163094495749807,1.00036640688223
"logLikelihood_total7[41]",2.837713930625,0.0164985347268915,1.00032242037305
"logLikelihood_total7[42]",2.988467018125,0.0159817060790689,1.00031658329138
"logLikelihood_total7[43]",2.97882146,0.0135180607282911,1.00065679205169
"logLikelihood_total7[44]",2.74766166375,0.0132552390403592,1.00082983081497
"logLikelihood_total7[45]",2.898229180625,0.0134937739149683,1.00077323767319
"logLikelihood_total7[46]",2.852467944375,0.0135368963518538,1.00077591883799
"logLikelihood_total7[47]",2.781690704375,0.0149424706880086,1.00050612653338
"logLikelihood_total7[48]",2.79122413875,0.0151500502419842,1.00049849068528
"logLikelihood_total7[49]",-0.105970721251306,0.25289005985106,1.00023773375798
"logLikelihood_total9[1]",2.303260210625,0.0237968685798999,1.00082443604112
"logLikelihood_total9[2]",2.1822075975,0.0248755789222515,1.00082516302818
"logLikelihood_total9[3]",2.21584869375,0.024883762885357,1.0008283588988
"logLikelihood_total9[4]",2.72258757388812,0.712205730655916,1.00048436712994
"logLikelihood_total9[5]",2.179700470625,0.024913745152844,1.00082572630498
"logLikelihood_total9[6]",2.185715104375,0.0249207385489921,1.00082887461128
"logLikelihood_total9[7]",2.217475656875,0.0249210105135472,1.00083101461739
"logLikelihood_total9[8]",-1.5212255965,0.137666287679975,1.00026234097042
"logLikelihood_total9[9]",2.225622915,0.0248900435321428,1.00082604078208
"logLikelihood_total9[10]",2.22709483625,0.024753886684313,1.00082965862599
"logLikelihood_total9[11]",2.227683975,0.0247682836764912,1.00083062569414
"logLikelihood_total9[12]",2.280602000625,0.0248069092631055,1.00082572136887
"logLikelihood_total9[13]",2.362932286875,0.0247707019787235,1.00082977975839
"logLikelihood_total9[14]",-0.485588373948875,1.1411278509385,1.00005985339003
"logLikelihood_total9[15]",2.469082588125,0.0249245439003084,1.00082560658645
"logLikelihood_total9[16]",2.468452191875,0.0249240473829604,1.00082963516386
"logLikelihood_total9[17]",2.5036560725,0.0248359006256012,1.00082178101181
"logLikelihood_total9[18]",2.429485119375,0.0248409285251956,1.00081456027977
"logLikelihood_total9[19]",2.5858856225,0.0248527212279565,1.000795017868
"logLikelihood_total9[20]",-0.0157544870374569,1.2937614804399,0.999981036474077
"logLikelihood_total9[21]",2.58538404,0.0246726215010005,1.00076009914063
"logLikelihood_total9[22]",2.691264125,0.0249682380326241,1.00081029640352
"logLikelihood_total9[23]",2.9739408775,0.0252237123245956,1.00068709319122
"logLikelihood_total9[24]",3.05272221375,0.0260066092435093,1.00041615403398
"logLikelihood_total9[25]",3.29896192375,0.0463199581852367,1.0004623855079
"logLikelihood_total9[26]",3.667851023125,0.0588140980098927,1.0003823489732
"logLikelihood_total9[27]",3.264243591875,0.313631315262043,1.00031514914095
"logLikelihood_total9[28]",4.071427024375,0.168738478280423,1.0002974085096
"logLikelihood_total9[29]",4.23110289,0.369398752351998,1.00019228436246
"logLikelihood_total9[30]",4.025876875,0.170175606365078,1.00025405284089
"logLikelihood_total9[31]",3.4158257675,0.160036858246462,1.00023437198421
"logLikelihood_total9[32]",3.092799924375,0.0787613422616242,1.00040151325824
"logLikelihood_total9[33]",2.61035145625,0.138176025336038,1.00003006203063
"logLikelihood_total9[34]",2.509943480625,0.0970793652035579,1.0002141222806
"logLikelihood_total9[35]",-1.853039240943,1.14426806334646,1.00021189215152
"logLikelihood_total9[36]",2.36158271625,0.0725813687785326,1.00032320914482
"logLikelihood_total9[37]",2.395359521875,0.0638793620372303,1.00022261229278
"logLikelihood_total9[38]",2.448789455625,0.0711154180297072,1.00023684692636
"logLikelihood_total9[39]",2.542512105625,0.0805849796972559,1.00038115891917
"logLikelihood_total9[40]",2.493662620625,0.0787598267770168,1.00014860507028
"logLikelihood_total9[41]",2.71054776375,0.0899855542801059,1.00019337485955
"logLikelihood_total9[42]",2.61674112,0.0611480817955666,1.00029190763572
"logLikelihood_total9[43]",2.816480241875,0.0937258523538074,1.00020070893655
"logLikelihood_total9[44]",3.16287636125,0.200727999905827,1.00026757894504
"logLikelihood_total9[45]",3.033358579375,0.150875965287449,1.00005672439796
"logLikelihood_total9[46]",2.86469682625,0.156855973354981,1.00018670838478
"logLikelihood_total9[47]",2.71446560375,0.135174391998868,1.0003765498775
